district_name_ar,district_name_en,city_name_ar,region_name_ar,latitude,longitude
حي المنتزه الغربي,Al Muntazah Al Gharbi Dist.,حائل,منطقة حائل,27.5440821,41.6827337
حي المصيف,Al Masif Dist.,حائل,منطقة حائل,27.5869824,41.6754402
حي المنتزه الشرقي,Al Muntazah Ash Sharqi Dist.,حائل,منطقة حائل,27.546922,41.7127333
حي الوادي,Al Wadi Dist.,حائل,منطقة حائل,27.4356003,41.6050962
حي الرصف,Ar Rasf Dist.,حائل,منطقة حائل,27.5114102,41.7208243
حي الشفا,Al Shifa Dist.,حائل,منطقة حائل,27.4557922,41.6334126
حي البادية,Al Badiyah Dist.,حائل,منطقة حائل,27.3845014,41.5593437
حي الورود,Al Wurud Dist.,حائل,منطقة حائل,27.533074,41.6647743
حي النيصية,An Nasiyah Dist.,حائل,منطقة حائل,27.6211086,41.6919036
حي قفار,Qfaar Dist.,حائل,منطقة حائل,27.4049856,41.5762228
حي اليرموك,Al Yarmouk Dist.,بريدة,منطقة القصيم,26.2393273,44.0075655
حي الرمال,Ar Rimal Dist.,بريدة,منطقة القصيم,26.2201033,43.9658382
حي المروة,Al Marwah Dist.,بريدة,منطقة القصيم,26.2296843,44.0345693
حي الخضر,Al Khudar Dist.,بريدة,منطقة القصيم,26.2517784,43.9891868
حي اللسيب,Al Lusayb Dist.,بريدة,منطقة القصيم,26.2688866,43.939656
حي النور,Al Nur Dist.,بريدة,منطقة القصيم,26.3493923,43.9680779
حي رواق,Rawaq Dist.,بريدة,منطقة القصيم,26.2778112,44.0042811
حي القصيعة,Al Qusayah Dist.,بريدة,منطقة القصيم,26.2526226,43.9675938
حي الغدير,Al Ghadir Dist.,بريدة,منطقة القصيم,26.2719711,44.0526398
حي المروج,Al Muruj Dist.,بريدة,منطقة القصيم,26.2763632,43.9842662
حي السالمية,As Salmiya Dist.,بريدة,منطقة القصيم,26.2856738,43.994948
حي الروابي,Al Rawabi Dist.,بريدة,منطقة القصيم,26.3019458,44.0259026
حي حويلان,Huwailan Dist.,بريدة,منطقة القصيم,26.2921569,43.9452632
حي الصباخ,As Sabbakh Dist.,بريدة,منطقة القصيم,26.3029159,43.9746265
حي واسط,Wasit Dist.,بريدة,منطقة القصيم,26.3147636,43.955013
حي خضيراء,Khudayra Dist.,بريدة,منطقة القصيم,26.3099714,44.0016755
حي السلام,As Salam Dist.,بريدة,منطقة القصيم,26.310872,43.9912498
حي الجنوب,Al Janub Dist.,بريدة,منطقة القصيم,26.3164938,43.9748686
حي الخليج,Al Khalij Dist.,بريدة,منطقة القصيم,26.305859,43.9710794
حي الضاحي,Ad Dahi Dist.,بريدة,منطقة القصيم,26.3081536,44.0443844
حي خب البريدي,Khub Al Buraydi Dist.,بريدة,منطقة القصيم,26.3129447,43.9399903
حي السادة,As Sadah Dist.,بريدة,منطقة القصيم,26.3203492,43.9836102
حي الموطا,Al Mawta Dist.,بريدة,منطقة القصيم,26.3183877,43.959927
حي العريمضي,Al Uraymdi Dist.,بريدة,منطقة القصيم,26.2981577,43.9308785
حي الهلال,Al Hilal Dist.,بريدة,منطقة القصيم,26.3240542,43.9635379
حي التعليم,At Taalim Dist.,بريدة,منطقة القصيم,26.3246429,43.9806879
حي الجردة,Al Jardah Dist.,بريدة,منطقة القصيم,26.3256362,43.9725595
حي الصالحية,As Salhiyah Dist.,بريدة,منطقة القصيم,26.3238976,43.9919333
حي المريديسية,Al Muraydisiyyah Dist.,بريدة,منطقة القصيم,26.3245738,43.9178124
حي الشروق,Al Shorouq Dist.,بريدة,منطقة القصيم,26.3249359,44.0380107
حي خب الثنيان,Khub Ath Thanyan Dist.,بريدة,منطقة القصيم,26.3310287,43.9266246
حي الشماس,Ash Shammas Dist.,بريدة,منطقة القصيم,26.3331663,43.9631551
حي القادسية,Al Qadisiyah Dist.,بريدة,منطقة القصيم,26.3339108,43.9518038
حي الصفا,As Safa Dist.,بريدة,منطقة القصيم,26.3307696,43.939471
حي الخبيب,Al Khabib Dist.,بريدة,منطقة القصيم,26.3353521,43.9701081
حي التشليح,At Tashlih Dist.,بريدة,منطقة القصيم,26.284064,44.0784993
حي المرقب,Al Marqab Dist.,بريدة,منطقة القصيم,26.3423462,43.9565696
حي الربيع,Ar Rabie Dist.,بريدة,منطقة القصيم,26.3402677,43.9810355
حي الرفيعة,Ar Rafiah Dist.,بريدة,منطقة القصيم,26.3341639,43.9890916
حي الزرقاء,Az Zarqa Dist.,بريدة,منطقة القصيم,26.3425842,43.9272559
حي الحمر,Al Humar Dist.,بريدة,منطقة القصيم,26.3434975,43.904027
حي الشفق,Ash Shafaq Dist.,بريدة,منطقة القصيم,26.3396817,43.8638458
حي القاع البارد,Al Qaa Al Barid Dist.,بريدة,منطقة القصيم,26.3467076,44.0291539
حي المنار,Al Manar Dist.,بريدة,منطقة القصيم,26.3584373,43.9299839
حي الوسيطا,Al Wusayta Dist.,بريدة,منطقة القصيم,26.3396004,44.04591
حي الربوة,Ar Rabwah Dist.,بريدة,منطقة القصيم,26.3599123,43.9724152
حي المنتزه,Al Muntazah Dist.,بريدة,منطقة القصيم,26.3585263,43.9415685
حي الصفراء,As Safra Dist.,بريدة,منطقة القصيم,26.3625026,43.9499222
حي النقع,An Naqa Dist.,بريدة,منطقة القصيم,26.3627577,43.995762
حي الفايزية,Al Fayziyah Dist.,بريدة,منطقة القصيم,26.3757727,43.9705877
حي النخيل,Al Nakhil Dist.,بريدة,منطقة القصيم,26.3662469,43.896975
حي الروضه,Ar Rawdah Dist.,بريدة,منطقة القصيم,26.3818964,43.918014
حي النفل,An Nafl Dist.,بريدة,منطقة القصيم,26.3689575,44.0197069
حي الإسكان,Al Iskan Dist.,بريدة,منطقة القصيم,26.3873689,43.9399024
حي الأخضر,Al Akhdar Dist.,بريدة,منطقة القصيم,26.3829492,43.9660966
حي الشقة,Ash Shiqah Dist.,بريدة,منطقة القصيم,26.3786358,43.846281
حي الرابية,Ar Rabiyah Dist.,بريدة,منطقة القصيم,26.3909118,43.9985581
حي الريان,Ar Rayyan Dist.,بريدة,منطقة القصيم,26.4033371,43.9150257
حي النهضة,An Nahdah Dist.,بريدة,منطقة القصيم,26.4048668,43.9293741
حي الافق,Al Ufuq Dist.,بريدة,منطقة القصيم,26.3955489,43.9541166
حي الورود,Al Wurud Dist.,بريدة,منطقة القصيم,26.4074352,43.9638482
حي الخزامى,Al Khuzama Dist.,بريدة,منطقة القصيم,26.4125277,43.9844844
حي الجزيرة,Al Jazirah Dist.,بريدة,منطقة القصيم,26.4124963,43.8726345
حي الرحاب,Al Rehab Dist.,بريدة,منطقة القصيم,26.4212351,43.8968371
حي الحزم,Al Hazm Dist.,بريدة,منطقة القصيم,26.4339559,43.9137095
حي الفاروق,Al Farouq Dist.,بريدة,منطقة القصيم,26.4402507,43.946923
حي العجيبة,Al Ujaybah Dist.,بريدة,منطقة القصيم,26.3271536,43.9664168
حي البساتين,Al Basatin Dist.,بريدة,منطقة القصيم,26.3151927,44.0145548
حي النسيم,Al Naseem Dist.,بريدة,منطقة القصيم,26.3273333,44.0050231
حي الزهرة,Az Zahrah Dist.,الهفوف,المنطقة الشرقية,25.3262923,49.5831884
حي المربدية,Al Marbidia Dist.,الهفوف,المنطقة الشرقية,25.3543225,49.5827879
حي القدس,Al Quds Dist.,الهفوف,المنطقة الشرقية,25.2966437,49.5258116
حي الجوهرة,Al Jawharah Dist.,الهفوف,المنطقة الشرقية,25.3169429,49.5482021
حي الورود الثاني,Al Wurud 2nd Dist.,الهفوف,المنطقة الشرقية,25.2781403,49.5927562
حي المهندسين,Al Muhandisin Dist.,الهفوف,المنطقة الشرقية,25.3037048,49.5370217
حي عين موسى,Ayn Musa Dist.,الهفوف,المنطقة الشرقية,25.3677062,49.5984547
حي الواحة,Al Wahah Dist.,الهفوف,المنطقة الشرقية,25.3272233,49.6182862
حي الصقور,As Suqur Dist.,الهفوف,المنطقة الشرقية,25.2951557,49.5404706
حي الهدا,Al Hada Dist.,الهفوف,المنطقة الشرقية,25.2912076,49.5570661
حي الثليثية,Al Thulaythiyah Dist.,الهفوف,المنطقة الشرقية,25.3589825,49.5817182
حي المعلمين,Al Muallimeen Dist.,الهفوف,المنطقة الشرقية,25.3650627,49.5725634
حي العزيزية الثاني,Al Aziziyah 2nd Dist.,الهفوف,المنطقة الشرقية,25.3421139,49.565958
حي العاصمة,Al Asimah Dist.,الهفوف,المنطقة الشرقية,25.3063215,49.5515245
حي الأمراء,Al Omaraa Dist.,الهفوف,المنطقة الشرقية,25.2950887,49.572137
حي النخيل,Al Nakhil Dist.,الهفوف,المنطقة الشرقية,25.3575234,49.642776
حي الحمراء الثالث,Al Hamra 3rd Dist.,الهفوف,المنطقة الشرقية,25.3074205,49.5617538
حي المرقاب,Al Mirqab Dist.,الهفوف,المنطقة الشرقية,25.3503145,49.5828233
حي الرابية,Ar Rabiyah Dist.,الهفوف,المنطقة الشرقية,25.2957762,49.5898781
حي الحزام الأخضر,Al Hizam Al Akhdar Dist.,الهفوف,المنطقة الشرقية,25.3167971,49.6387525
حي الجامعيين,Al Jamiyin Dist.,الهفوف,المنطقة الشرقية,25.3244014,49.587196
حي الروضة,Ar Rawdah Dist.,الهفوف,المنطقة الشرقية,25.3530992,49.6067353
حي غرناطة,Ghirnatah Dist.,الهفوف,المنطقة الشرقية,25.3321478,49.5436288
حي الصحافة,As Sahafah Dist.,الهفوف,المنطقة الشرقية,25.3526745,49.6462877
حي ام خريسان,Um Khraisan Dist.,الهفوف,المنطقة الشرقية,25.3847538,49.5861742
حي العليا,Al Olaya Dist.,الهفوف,المنطقة الشرقية,25.358884,49.5941253
حي الحمراء الثاني,Al Hamra 2nd Dist.,الهفوف,المنطقة الشرقية,25.3130538,49.5673834
حي البدرية,Al Badriyah Dist.,الهفوف,المنطقة الشرقية,25.3163052,49.5209286
حي السنيدية,As Sunaidah Dist.,الهفوف,المنطقة الشرقية,25.3556423,49.5773903
حي الورود الثالث,Al Wurud 3rd Dist.,الهفوف,المنطقة الشرقية,25.2749154,49.5509794
حي البصيرة,Al Busairah Dist.,الهفوف,المنطقة الشرقية,25.370964,49.6046555
حي المروج الجنوبي,Al Muruj Southern Dist.,الهفوف,المنطقة الشرقية,25.361616,49.6559184
حي المحمدية,Al Muhammadiyah Dist.,الهفوف,المنطقة الشرقية,25.3724388,49.5621748
حي لذه,Ladhah Dist.,الهفوف,المنطقة الشرقية,25.3490796,49.5895483
حي الرويضة,Ar Ruwaida Dist.,الهفوف,المنطقة الشرقية,25.351048,49.612521
حي مجمع الدوائر الحكومية الثاني,Government Departments Complex 2nd  Dist.,الهفوف,المنطقة الشرقية,25.322148,49.5585886
حي المزروع الثاني,Al Mazrooa 2nd Dist.,الهفوف,المنطقة الشرقية,25.338347,49.6182453
حي الربوه,Ar Rabwah Dist.,الهفوف,المنطقة الشرقية,25.3378932,49.5330829
حي الرفيعة,Ar Rafiah Dist.,الهفوف,المنطقة الشرقية,25.3631485,49.5773273
حي الحوراء,Al Hawra Dist.,الهفوف,المنطقة الشرقية,25.3510565,49.6126187
حي الرقيقة,Ar Ruqaiqah Dist.,الهفوف,المنطقة الشرقية,25.3498301,49.5771891
حي المزروع الاول,Al Mazrooa 1st Dist.,الهفوف,المنطقة الشرقية,25.342731,49.6098094
حي الشهابية,Ash Shihabiyah Dist.,الهفوف,المنطقة الشرقية,25.3638886,49.6058672
حي جوبا,Juba Dist.,الهفوف,المنطقة الشرقية,25.3466556,49.5834206
حي السليمانية,As Sulaimaniyah Dist.,الهفوف,المنطقة الشرقية,25.3784859,49.6002961
حي الحمراء الأول,Al Hamra 1st Dist.,الهفوف,المنطقة الشرقية,25.3122648,49.5789746
حي العزيزية الأول,Al Aziziyah 1st Dist.,الهفوف,المنطقة الشرقية,25.3301064,49.5729835
حي منسوبي التعليم الأول,Mansubi Al Taleem 1st Dist.,الهفوف,المنطقة الشرقية,25.3065133,49.5940865
حي جامعة الملك فيصل الأول,King Faisal University 1st Dist.,الهفوف,المنطقة الشرقية,25.341878,49.6008607
حي المطار,Al Matar Dist.,الهفوف,المنطقة الشرقية,25.3570608,49.5903177
حي هجر,Hajr Dist.,الهفوف,المنطقة الشرقية,25.3157661,49.6243127
حي منيفة,Munifah Dist.,الهفوف,المنطقة الشرقية,25.3498301,49.5771891
منطقة الغويبة الزراعية,Alghawbia Agricultural Area,الهفوف,المنطقة الشرقية,25.3314367,49.6603345
حي البندرية,Al Bandariyah Dist.,الهفوف,المنطقة الشرقية,25.3341692,49.573916
حي العويمرية,Al Uwaimiriyah Dist.,الهفوف,المنطقة الشرقية,25.3563646,49.5865752
حي النايفية,An Nayfiyah Dist.,الهفوف,المنطقة الشرقية,25.3319958,49.5536722
حي النسيم,Al Naseem Dist.,الهفوف,المنطقة الشرقية,25.3298859,49.609854
حي الدوحة,Al Doha Dist.,الهفوف,المنطقة الشرقية,25.2952997,49.6530785
حي المثلث,Al Muthalath Dist.,الهفوف,المنطقة الشرقية,25.3532968,49.5967333
حي جامعة الملك فيصل الثالث,King Faisal University 3rd Dist.,الهفوف,المنطقة الشرقية,25.3135451,49.6087672
حي الريان,Ar Rayyan Dist.,الهفوف,المنطقة الشرقية,25.3285039,49.6328272
حي الوسيطة,Al Wasitah Dist.,الهفوف,المنطقة الشرقية,25.3616069,49.582219
حي السلمانية الثاني,Al Salmaniyah 2nd Dist.,الهفوف,المنطقة الشرقية,25.3784859,49.6002961
حي الشغيبية,Al Shagaibiyah Dist.,الهفوف,المنطقة الشرقية,25.3685941,49.5803682
حي الإسكان الأول,Al Iskan 1st Dist.,الهفوف,المنطقة الشرقية,25.3210784,49.5963868
حي صويدرة,As Suwaidirah Dist.,الهفوف,المنطقة الشرقية,25.3709174,49.6293097
حي السلمانية الثالث,Al Salmaniyah 3rd Dist.,الهفوف,المنطقة الشرقية,25.3484909,49.5523078
حي المزروعية,Al Mazruiyah Dist.,الهفوف,المنطقة الشرقية,25.3381797,49.6130233
حي الخالدية,Al Khalidiyah Dist.,الهفوف,المنطقة الشرقية,25.3365654,49.5878477
حي السلمانية الرابع,Al Salmaniyah 4th Dist.,الهفوف,المنطقة الشرقية,25.348007,49.5382688
حي منسوبي التعليم الثاني,Mansubi Al Taleem 2nd Dist.,الهفوف,المنطقة الشرقية,25.2973796,49.6021593
حي الورود الأول,Al Wurud 1st Dist.,الهفوف,المنطقة الشرقية,25.2802902,49.6181447
حي الفيصلية الثاني,Al Faisaliyah 2nd Dist.,الهفوف,المنطقة الشرقية,25.3916527,49.603077
حي الناصرية,An Nasriyah Dist.,الهفوف,المنطقة الشرقية,25.3768894,49.5948569
حي اللويمي,Al Luwaymi Dist.,الهفوف,المنطقة الشرقية,25.3812192,49.6254415
حي الخدود,Al Khudud Dist.,الهفوف,المنطقة الشرقية,25.3839941,49.6069803
حي المجيدية,Al Majidiyah Dist.,الهفوف,المنطقة الشرقية,25.326154,49.5237762
المدينة الرياضية,Sports City,الهفوف,المنطقة الشرقية,25.3079082,49.6147098
حي المروج الشمالي,Al Muruj Northern Dist.,الهفوف,المنطقة الشرقية,25.3709924,49.6638975
حي الملك فهد,King Fahd Dist.,الهفوف,المنطقة الشرقية,25.3554579,49.6332438
حي التعاون,At Taawun Dist.,الهفوف,المنطقة الشرقية,25.3846492,49.5927769
حي الدانة,Al Danah Dist.,الهفوف,المنطقة الشرقية,25.288573,49.6062347
حي الفردوس,Al Fardus Dist.,الهفوف,المنطقة الشرقية,25.3733717,49.6440846
حي السيفة,As Saifa Dist.,الهفوف,المنطقة الشرقية,25.3838602,49.5739425
حي الحفيرة,Al Hufayrah Dist.,الهفوف,المنطقة الشرقية,25.3553838,49.5637258
حي السلمانية الأول,Al Salmaniyah 1st Dist.,الهفوف,المنطقة الشرقية,25.3655742,49.5513331
حي الصالحية,As Salhiyah Dist.,الهفوف,المنطقة الشرقية,25.3687534,49.5945565
حي المباركية,Al Mubarakiyah Dist.,الهفوف,المنطقة الشرقية,25.3696745,49.6137845
جامعة الامام محمد بن سعود الاسلامية,Imam Muhammed Ibn Saud Islamic University,الهفوف,المنطقة الشرقية,25.2991785,49.5116085
حي الفيصلية الأول,Al Faisaliyah 1st Dist.,الهفوف,المنطقة الشرقية,25.3902408,49.5935009
حي الرفعة الجنوبية,Ar Refah Southern Dist.,الهفوف,المنطقة الشرقية,25.3727385,49.5878492
حي جامعة الملك فيصل الثاني,King Faisal University 2nd Dist.,الهفوف,المنطقة الشرقية,25.3267669,49.6031925
حي الإسكان الثاني,Al Iskan 2nd Dist.,الهفوف,المنطقة الشرقية,25.2859141,49.5909053
مطار الأحساء,Al Ahsa Airport,الهفوف,المنطقة الشرقية,25.2969097,49.4961093
حي الطالعية,Al Talayah Dist.,الهفوف,المنطقة الشرقية,25.3660214,49.5857381
حي النعاثل,Al Naathel Dist.,الهفوف,المنطقة الشرقية,25.3759672,49.5827532
حي الكوت,Al Koot Dist.,الهفوف,المنطقة الشرقية,25.3795894,49.5875362
حي الرفعة الشمالية,Ar Refah Northern Dist.,الهفوف,المنطقة الشرقية,25.3784875,49.5903973
حي الزهراء,Az Zahra Dist.,الهفوف,المنطقة الشرقية,25.3537989,49.6587231
حي العسيلة,Al Aseelah Dist.,الهفوف,المنطقة الشرقية,25.3658865,49.5889317
حي الخالدية الشمالية,Al Khalidiyah Ash Shamaliyah Dist.,الدمام,المنطقة الشرقية,26.4104127,50.1456981
حي الصناعية الاولى,1st Industrial Dist.,الدمام,المنطقة الشرقية,26.3979752,50.139516
حي الفنار,Al Fanar Dist.,الدمام,المنطقة الشرقية,26.4049851,50.1959908
حي الأثير,Al Athir Dist.,الدمام,المنطقة الشرقية,26.4367416,50.0607492
حي الجلوية,Al Jalawiyah Dist.,الدمام,المنطقة الشرقية,26.4361172,50.0727542
حي النخيل,Al Nakhil Dist.,الدمام,المنطقة الشرقية,26.4345188,50.0464963
حي القزاز,Al Qazaz Dist.,الدمام,المنطقة الشرقية,26.4360813,50.0949694
حي البادية,Al Badiyah Dist.,الدمام,المنطقة الشرقية,26.4329024,50.0964462
حي الدواسر,Ad Dawasir Dist.,الدمام,المنطقة الشرقية,26.4457598,50.1012853
حي الضباب,Ad Dabab Dist.,الدمام,المنطقة الشرقية,26.4325765,50.0461296
حي العنود,Al Anud Dist.,الدمام,المنطقة الشرقية,26.4478875,50.0705546
حي الشاطئ الغربي,Ash Shati Al Gharbi Dist.,الدمام,المنطقة الشرقية,26.4749444,50.1169935
حي المنار,Al Manar Dist.,الدمام,المنطقة الشرقية,26.3706334,50.0367607
حي النور,An Nur Dist.,الدمام,المنطقة الشرقية,26.4336569,50.0336658
حي السلام,As Salam Dist.,الدمام,المنطقة الشرقية,26.4522824,50.1046608
حي الزهور,Az Zuhur Dist.,الدمام,المنطقة الشرقية,26.456129,50.0920752
حي المريكبات,Al Muraikabat Dist.,الدمام,المنطقة الشرقية,26.411557,50.1038408
حي النهضة,An Nahdah Dist.,الدمام,المنطقة الشرقية,26.3777319,50.1481374
حي ضاحية الملك فهد,Dahiyat Al Malik Fahd Dist.,الدمام,المنطقة الشرقية,26.4135893,50.001125
حي السيف,As Saif Dist.,الدمام,المنطقة الشرقية,26.3841951,50.2053587
حي الصناعية,As Sinaiyah Dist.,الدمام,المنطقة الشرقية,26.4516938,50.0219097
حي احد,Uhud Dist.,الدمام,المنطقة الشرقية,26.413333,50.0407401
حي بدر,Badr Dist.,الدمام,المنطقة الشرقية,26.4044007,50.0232268
حي الخليج,Al Khalij Dist.,الدمام,المنطقة الشرقية,26.4452769,50.0919874
حي الروضة,Ar Rawdah Dist.,الدمام,المنطقة الشرقية,26.4016312,50.0815576
حي طيبة,Taibah Dist.,الدمام,المنطقة الشرقية,26.3592377,50.0438144
حي الجامعيين,Al Jamiyin Dist.,الدمام,المنطقة الشرقية,26.394435,50.097845
حي الريان,Ar Rayyan Dist.,الدمام,المنطقة الشرقية,26.4096148,50.0933662
حي القادسية,Al Qadisiyah Dist.,الدمام,المنطقة الشرقية,26.42087,50.07075
حي الامير محمد بن سعود,Prince Muhammed Ibn Saud Dist.,الدمام,المنطقة الشرقية,26.4334814,50.1118311
حي غرناطة,Ghirnatah Dist.,الدمام,المنطقة الشرقية,26.4247037,50.0794761
حي العدامة,Al Adamah Dist.,الدمام,المنطقة الشرقية,26.4328776,50.1045699
حي الطبيشي,At Tubayshi Dist.,الدمام,المنطقة الشرقية,26.4310801,50.1189966
حي الفردوس,Al Firdaws Dist.,الدمام,المنطقة الشرقية,26.3776331,50.1183327
حي الرابية,Ar Rabiyah Dist.,الدمام,المنطقة الشرقية,26.4629072,50.0344304
حي الدانة,Ad Danah Dist.,الدمام,المنطقة الشرقية,26.4657741,50.0433283
حي المزروعية,Al Mazruiyah Dist.,الدمام,المنطقة الشرقية,26.4386933,50.1249994
حي الصفا,As Safa Dist.,الدمام,المنطقة الشرقية,26.3858568,50.1824868
حي المنتزه,Al Muntazah Dist.,الدمام,المنطقة الشرقية,26.384069,50.123824
حي النزهة,An Nuzhah Dist.,الدمام,المنطقة الشرقية,26.3872185,50.1088207
حي قصر الخليج,Qasr Al Khalij Dist.,الدمام,المنطقة الشرقية,26.3644812,50.1385083
المدينة الصناعية الثانية,2nd Industrial City,الدمام,المنطقة الشرقية,26.2502021,49.9857523
مطار الملك فهد الدولي,King Fahd International Airport,الدمام,المنطقة الشرقية,26.4765499,49.7965219
حي الخضرية,Al Kuthriah Dist.,الدمام,المنطقة الشرقية,26.4479518,50.0474069
حي مدينة العمال,Madinat Al Ummal Dist.,الدمام,المنطقة الشرقية,26.4230893,50.1098301
حي العمامرة,Al Amamrah Dist.,الدمام,المنطقة الشرقية,26.4449583,50.1113241
حي البديع,Al Badi Dist.,الدمام,المنطقة الشرقية,26.4514194,50.1127031
حي الشاطئ الشرقي,Ash Shati Ash Sharqi Dist.,الدمام,المنطقة الشرقية,26.478145,50.1325441
حي الفيحاء,Al Fayha Dist.,الدمام,المنطقة الشرقية,26.4381138,50.0385343
حي الاتصالات,Al Itisalat Dist.,الدمام,المنطقة الشرقية,26.4133291,50.0821758
حي ابن خلدون,Ibn Khaldun Dist.,الدمام,المنطقة الشرقية,26.4205917,50.0965592
حي السوق,As Suq Dist.,الدمام,المنطقة الشرقية,26.4396561,50.1014184
حي الشفاء,Ash Shifa Dist.,الدمام,المنطقة الشرقية,26.4073754,50.1179003
حي الربيع,Ar Rabie Dist.,الدمام,المنطقة الشرقية,26.4410902,50.1106308
حي الحمراء,Al Hamra Dist.,الدمام,المنطقة الشرقية,26.471399,50.0923526
حي البحيرة,Al Buhayrah Dist.,الدمام,المنطقة الشرقية,26.4703883,50.0627857
حي الجوهرة,Al Jawharah Dist.,الدمام,المنطقة الشرقية,26.4625855,50.078924
حي الحسام,Al Hussam Dist.,الدمام,المنطقة الشرقية,26.3710813,50.176765
حي ميناء الملك عبدالعزيز,King Abdul Aziz Seaport Dist.,الدمام,المنطقة الشرقية,26.4416988,50.185698
حي النسيم,Al Naseem Dist.,الدمام,المنطقة الشرقية,26.4456842,50.1615179
حي الراكة الشمالية,Ar Rakah Ash Shamaliyah Dist.,الدمام,المنطقة الشرقية,26.3687798,50.1942869
حي النورس,An Nawras Dist.,الدمام,المنطقة الشرقية,26.4059952,50.184819
حي الفيصلية,Al Faisaliyah Dist.,الدمام,المنطقة الشرقية,26.393687,50.0714033
حي المحمدية,Al Muhammadiyah Dist.,الدمام,المنطقة الشرقية,26.4596167,50.0553981
حي العزيزية,Al Aziziyah Dist.,الدمام,المنطقة الشرقية,26.4574263,50.0717643
حي الواحة,Al Wahah Dist.,الدمام,المنطقة الشرقية,26.38088,50.1004303
حي البساتين,Al Basatin Dist.,الدمام,المنطقة الشرقية,26.389616,50.1272901
حي الاسكان,Al Iskan Dist.,الدمام,المنطقة الشرقية,26.4199992,50.1159655
مدينة الملك فيصل الجامعية,King Faisal University,الدمام,المنطقة الشرقية,26.3952031,50.1943053
حي الخالدية الجنوبية,Al Khalidiyah Al Janubiyah Dist.,الدمام,المنطقة الشرقية,26.4032701,50.1635731
حي الشعلة,Ash Shulah Dist.,الدمام,المنطقة الشرقية,26.3514743,50.0995754
حي الأنوار,Al Anwar Dist.,الدمام,المنطقة الشرقية,26.4307652,50.016583
حي الأمل,Al Amal Dist.,الدمام,المنطقة الشرقية,26.3439661,50.0234527
حي الشرق,Ash Sharq Dist.,الدمام,المنطقة الشرقية,26.3668566,49.9697092
حي الهضبة,Al Hadabah Dist.,الدمام,المنطقة الشرقية,26.3447989,49.941152
حي المطار,Al Matar Dist.,الدمام,المنطقة الشرقية,26.380508,49.9443549
حي الأمانة,Al Amanah Dist.,الدمام,المنطقة الشرقية,26.3833898,49.9737462
حي الفرسان,Al Fursan Dist.,الدمام,المنطقة الشرقية,26.3584472,49.9664597
حي المها,Al Maha Dist.,الدمام,المنطقة الشرقية,26.4766761,49.9288652
حي الندى,An Nada Dist.,الدمام,المنطقة الشرقية,26.380109,50.0809608
المدينة الصناعية الثالثة,3rd Industrial City,الدمام,المنطقة الشرقية,26.2502021,49.9857523
مدينة الملك سلمان للطاقة,King Salman Energy Park,الدمام,المنطقة الشرقية,26.4206828,50.0887943
حي الإسكان الجنوبي,Al Iskan Al Janubi Dist.,الدمام,المنطقة الشرقية,26.4199992,50.1159655
حي العروبة,Al Urubah Dist.,الدمام,المنطقة الشرقية,26.3417013,50.0016835
حي الاسكان الشمالي,Al Iskan Northren Dist.,الدمام,المنطقة الشرقية,26.3457181,49.9731045
حي الجود,Al Jud Dist.,الدمام,المنطقة الشرقية,26.3790157,50.0995328
حي الناصرية,An Nasriyah Dist.,الدمام,المنطقة الشرقية,26.4266762,50.1199443
حي الرمانة,Ar Rumanah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.3094715,39.5010783
حي ابو كبير,Abu Kabir Dist.,المدينة المنورة,منطقة المدينة المنورة,24.3916264,39.5400531
حي الغراء,Al Gharra Dist.,المدينة المنورة,منطقة المدينة المنورة,24.3965856,39.6566589
حي السد,As Sad Dist.,المدينة المنورة,منطقة المدينة المنورة,24.399222,39.6441367
حي الجابرة,Al Jabirah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.3968978,39.5766541
حي الرانوناء,Ar Ranuna Dist.,المدينة المنورة,منطقة المدينة المنورة,24.3981119,39.6023346
حي الحديقة,Al Hadiqah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.425713,39.6010725
حي ابو بريقاء,Abu Burayqa Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4503265,39.5399351
حي الروابي,Ar Rawabi Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4237522,39.6561522
حي القصواء,Al Qaswa Dist.,المدينة المنورة,منطقة المدينة المنورة,24.427545,39.600374
حي العصبة,Al Usbah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4301572,39.6156576
حي الخاتم,Al Khatim Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4321285,39.62369
حي العزيزية,Al Aziziyah Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4586102,39.5140332
حي سكة الحديد,Sikkah Al Hadid Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4418583,39.4857303
حى حرة الوبرة,Hura Al Wabra Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4543015,39.5882788
حي الاصيفرين,Al Usayfirin Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4598969,39.5912195
حي النقاء,An Naqa Dist.,المدينة المنورة,منطقة المدينة المنورة,24.466342,39.6040656
حي بني ظفر,Bani Dhafir Dist.,المدينة المنورة,منطقة المدينة المنورة,24.4675508,39.6294655
حي الاسكان,Al Iskan Dist.,المدينة المنورة,منطقة المدينة المنورة,24.451633,39.6541227
