district_name_ar,district_name_en,city_name_ar,region_name_ar,latitude,longitude
حي حكامية العز,Hakimiat Al Iz Dist.,احد المسارحة,منطقة جازان,16.7083476,42.9444261
حي حاكمة الدغارير,Hakimat Al Dagharir Dist.,احد المسارحة,منطقة جازان,16.6823,42.975845
حي الدغارير,Al Dagharir Dist.,احد المسارحة,منطقة جازان,16.7083476,42.9444261
حي رسيل,Raseel Dist.,مدينة الملك عبدالله الاقتصادية,منطقة مكة المكرمة,22.3938859,39.1091894
منطقة البحيرة المحمية,Lagoon Preserved Area,مدينة الملك عبدالله الاقتصادية,منطقة مكة المكرمة,22.3688268,39.0997938
حي ميناء الملك عبد الله,King Abdullah Port Dist.,مدينة الملك عبدالله الاقتصادية,منطقة مكة المكرمة,22.5306261,39.1129522
حي البيلسان,Bay La Sun Dist.,مدينة الملك عبدالله الاقتصادية,منطقة مكة المكرمة,22.4054676,39.0802438
حي نورسان,Nursun Dist.,مدينة الملك عبدالله الاقتصادية,منطقة مكة المكرمة,22.4446519,39.1304683
حي المروج,Murooj Dist.,مدينة الملك عبدالله الاقتصادية,منطقة مكة المكرمة,22.4475771,39.1007538
حي المرجان,Murjan Dist.,مدينة الملك عبدالله الاقتصادية,منطقة مكة المكرمة,22.4763853,39.0985658
حي جمان,Juman Dist.,مدينة الملك عبدالله الاقتصادية,منطقة مكة المكرمة,22.4177553,39.1051525
حي ليماس,Limas Dist.,مدينة الملك عبدالله الاقتصادية,منطقة مكة المكرمة,22.4040035,39.1533401
حي ريتان,Reetan Dist.,مدينة الملك عبدالله الاقتصادية,منطقة مكة المكرمة,22.3736147,39.1451273
حي التلال,At Talal Dist.,مدينة الملك عبدالله الاقتصادية,منطقة مكة المكرمة,22.4010908,39.1759084
حي المشرق,Mashreq Dist.,مدينة الملك عبدالله الاقتصادية,منطقة مكة المكرمة,22.3751968,39.1603752
حي الحجاز,Hejaz Dist.,مدينة الملك عبدالله الاقتصادية,منطقة مكة المكرمة,22.4192714,39.1895885
حي الدانة,Dana Dist.,مدينة الملك عبدالله الاقتصادية,منطقة مكة المكرمة,22.4475777,39.1637962
حي ميسان,Maysan Dist.,مدينة الملك عبدالله الاقتصادية,منطقة مكة المكرمة,22.4216216,39.1529419
حي الإنتاج,Entaj Dist.,مدينة الملك عبدالله الاقتصادية,منطقة مكة المكرمة,22.5106793,39.1081834
حي التنمية,Tanmiyah Dist.,مدينة الملك عبدالله الاقتصادية,منطقة مكة المكرمة,22.4766227,39.1539407
حي الحرير,Hareer Dist.,مدينة الملك عبدالله الاقتصادية,منطقة مكة المكرمة,22.4944678,39.1041129
حي المستقبل,Mustaqbal Dist.,مدينة الملك عبدالله الاقتصادية,منطقة مكة المكرمة,22.5151193,39.1390051
حي الأفق,Ofoq Dist.,مدينة الملك عبدالله الاقتصادية,منطقة مكة المكرمة,22.5471603,39.1123541
حي الرواد,Ruwad Dist.,مدينة الملك عبدالله الاقتصادية,منطقة مكة المكرمة,22.3405302,39.1347115
حي التالة,Talah Dist.,مدينة الملك عبدالله الاقتصادية,منطقة مكة المكرمة,22.4351969,39.1030532
حي الورود,Al Wurud Dist.,مدينة الملك عبدالله الاقتصادية,منطقة مكة المكرمة,22.4698943,39.1212234
حي شمال تندحة,North Tandaha Dist.,تندحة,منطقة عسير,18.3861228,42.8113168
حي وسط تندحة,Centeral Tandaha Dist.,تندحة,منطقة عسير,18.3321342,42.8508965
حي جنوب تندحة,South Tandaha Dist.,تندحة,منطقة عسير,18.3321342,42.8508965
حي الفيصلية,Al Faisaliyah Dist.,بللحمر,منطقة عسير,18.7925199,42.2559685
حي الدوائر الحكومية,Goverment Departments Dist.,جواثا,المنطقة الشرقية,28.4489989,48.4987656
حي اسكان الكلابية,Al Kilabiyah Housing Dist.,جواثا,المنطقة الشرقية,25.4431785,49.6450505
بلدة الكلابية,Al Kilabiyah,جواثا,المنطقة الشرقية,25.4503696,49.656211
حي جواثا,Juwatha Dist.,جواثا,المنطقة الشرقية,25.4503696,49.656211
حي الكلابية,Al Kilabiyah Dist.,جواثا,المنطقة الشرقية,25.4503696,49.656211
حي الواحة,Al Wahah Dist.,جواثا,المنطقة الشرقية,25.4503696,49.656211
بلدة الحليلة,Al Halilah,جواثا,المنطقة الشرقية,25.4322918,49.6651799
بلدة المقدام,Al Miqdam,جواثا,المنطقة الشرقية,25.4503696,49.656211
